{
{ -3.61107f, 7.24704f, -5.95797f, -8.22742f, 4.93646f, -9.14215f, 3.54904f, -4.61686f, -0.71594f, -15.54136f, -18.60984f, -0.49994f, -2.18490f, -4.45848f, 4.17302f, -8.04931f },
{ -2.18716f, 6.51904f, -1.97299f, 6.08606f, 17.24704f, 12.15111f, 6.49122f, -1.66116f, 2.35570f, -16.50018f, 4.70281f, 6.96948f, -4.40133f, 1.82583f, 2.89040f, -12.54832f },
{ 2.75721f, -6.76042f, -3.86842f, -0.01294f, -10.17274f, -2.18965f, 5.82846f, 4.51368f, -12.22218f, 9.16835f, 20.17290f, -3.53164f, 0.23567f, -14.16201f, -0.76510f, 15.44109f },
{ 0.62037f, 9.41315f, -21.25152f, -18.87046f, 2.93753f, 9.09371f, 8.14803f, 15.30456f, -1.41761f, 9.92298f, 2.88303f, -4.62294f, 3.03013f, -14.75669f, 9.06860f, 1.84395f },
{ 3.01502f, 9.86358f, 11.50388f, 12.41318f, 0.64606f, -17.08216f, -4.08781f, 11.71417f, -7.18136f, -11.43283f, -0.61946f, 13.08984f, 3.56122f, -8.79739f, 12.91756f, 13.40899f },
{ -12.91640f, -9.33119f, 2.70639f, 19.00525f, -6.76334f, 6.79493f, 12.83780f, -7.14036f, -2.20313f, 16.44220f, -9.62232f, 23.75217f, -11.31971f, -23.44929f, 8.24430f, 3.62698f },
{ -8.35862f, 0.54390f, 8.10410f, 12.10291f, 3.33714f, 2.94908f, 29.97825f, -0.96845f, 11.56741f, 4.01473f, -4.84788f, -3.49226f, -1.67912f, 0.52258f, 13.94631f, -13.93667f },
{ 14.67903f, 18.08465f, 2.49471f, 8.76718f, 8.19135f, 0.17916f, -12.85839f, 3.47577f, 15.93805f, -8.54429f, -3.11797f, -17.10406f, 5.67836f, -3.03163f, 5.57618f, -5.09306f },
{ 9.39768f, 3.27095f, 6.75873f, 11.67766f, -10.56504f, -8.83760f, -3.52938f, -0.58069f, 3.72339f, -4.79859f, -1.84154f, 10.51339f, 14.63992f, 0.56957f, 18.44538f, 2.92286f },
{ -8.49454f, -23.07714f, 0.02165f, -12.53200f, -7.42557f, -4.13194f, -11.17550f, -12.32288f, 4.15266f, 19.27535f, 2.29522f, 0.73110f, 10.53014f, -3.33206f, -2.94799f, 15.34903f },
{ -16.40240f, -0.01072f, 5.13753f, -5.77194f, 7.53917f, 6.22858f, -6.69318f, -8.23558f, 21.35800f, 6.64307f, 1.09986f, 16.92760f, -0.33202f, 13.19813f, -9.66531f, 11.01115f },
{ -7.92219f, 10.13417f, -9.03202f, 15.75858f, 4.23368f, 1.55750f, 14.09877f, -1.48403f, 11.58195f, 5.37507f, -22.07129f, -6.61573f, -15.83729f, -16.61472f, -1.87713f, -14.25781f },
{ -1.62320f, 2.93986f, 26.80963f, 4.65623f, -1.25076f, -1.77829f, 0.92227f, 2.50720f, 2.99219f, 12.43937f, -1.10177f, 12.09816f, -0.71668f, 17.89464f, -0.94080f, 7.55239f },
{ -1.71686f, 3.63607f, 1.78720f, 7.04493f, 2.00571f, -10.32025f, 1.29874f, -17.95003f, 3.77118f, -3.82149f, -14.21109f, 3.00380f, -5.38272f, -9.62577f, -15.52455f, 19.50450f },
{ 5.42827f, -12.08988f, -1.58233f, 9.73386f, 0.44089f, -1.75236f, 10.65800f, 15.45627f, -2.72719f, 2.53600f, 23.75450f, 12.59982f, -7.27211f, -3.37262f, 5.96796f, 11.51575f },
{ 4.07773f, -7.42564f, -17.27034f, -8.75131f, 15.04803f, -3.99949f, -8.29212f, 0.87729f, -6.08946f, 0.12282f, -0.98189f, -8.32220f, -0.97055f, -5.03782f, -2.51605f, -12.32770f },
{ 5.14887f, -2.49100f, 5.65147f, -2.91921f, 18.05209f, 11.88736f, 4.35730f, 0.67221f, -10.77192f, -5.31123f, 0.39450f, -3.76391f, -12.98178f, -11.78961f, -1.55566f, 6.16669f },
{ 3.88258f, 6.14162f, -13.17323f, 7.49460f, -9.02905f, 5.78226f, 5.98062f, 0.06499f, 2.80980f, -8.97599f, -19.33306f, -3.05225f, 1.40468f, -3.30639f, 5.11007f, 6.84807f },
{ -11.94699f, -3.75112f, -10.93692f, -11.12893f, -16.45199f, -5.15972f, 0.05411f, -5.57052f, -1.03817f, 0.77163f, 1.67367f, 14.15502f, -3.23959f, -2.98821f, 1.90656f, 18.23509f },
{ 15.31593f, -11.17424f, 20.72454f, -5.20704f, 9.76507f, 4.58853f, -3.21967f, -4.33562f, 3.47440f, 9.42968f, -2.05401f, -12.21545f, 16.30502f, 8.93092f, -1.62496f, -10.67720f },
{ 4.48335f, -9.26121f, -14.99301f, 4.62749f, -7.58212f, 14.74307f, -3.22387f, -1.30776f, -0.12886f, -2.17715f, -0.56078f, 1.14042f, -3.13713f, 5.40111f, 0.48424f, 13.11209f },
{ -1.76498f, 17.27120f, 11.17216f, 7.04081f, 0.74701f, 6.82653f, -11.78481f, -1.61866f, 14.93078f, -12.97263f, -4.10982f, 7.56679f, -16.32955f, -8.97323f, -1.48866f, -1.87266f },
{ 4.18848f, -4.05685f, -2.71252f, 8.43451f, -2.49999f, 3.14550f, 1.78443f, 1.43374f, 5.69940f, -7.98328f, -10.52188f, -10.75424f, -8.48743f, -0.49457f, 8.41224f, -3.08177f },
{ 1.46496f, 2.15252f, -0.03956f, -17.47732f, -14.07439f, 7.50812f, -11.51021f, -1.86014f, -10.26985f, -7.69601f, -4.87328f, 12.80495f, -1.08390f, -18.10306f, 2.35548f, 10.62728f },
{ 13.80390f, -8.36217f, 9.24216f, -24.22736f, -16.15478f, 16.91892f, -7.31621f, -15.33363f, 0.91595f, 18.23202f, 8.10971f, 3.77939f, -7.55547f, 12.22770f, 10.26505f, 8.02626f },
{ 7.82659f, -0.94952f, -1.03742f, 12.10465f, 15.46258f, 10.41256f, 7.39744f, -9.10361f, 9.20652f, 13.80001f, 7.84327f, -9.77722f, -4.85975f, 3.93779f, -2.80641f, -8.97887f },
{ -7.24022f, 8.44723f, 8.50336f, 8.14961f, 4.04505f, 8.35432f, -3.23481f, -0.05403f, 7.36834f, -11.83415f, 11.04891f, -7.56825f, -14.40485f, -5.86662f, 3.92964f, -1.80379f },
{ 0.96669f, 5.41708f, 8.40261f, 8.28613f, -0.55000f, 8.32645f, -1.06765f, 3.92786f, 8.77639f, -2.08548f, 13.49081f, 0.04254f, 8.98299f, 1.23695f, -7.06410f, 4.40879f },
{ 1.01364f, -3.65261f, -8.94319f, 1.46064f, -6.57277f, 10.33618f, -9.32599f, -0.45216f, -14.93710f, -12.60854f, -8.97504f, -8.34417f, 2.58685f, 6.20914f, 11.98323f, -7.91707f },
{ 19.65398f, -6.28003f, 13.14077f, -6.52863f, -11.50565f, -6.40508f, -9.76246f, 3.75200f, 14.62065f, 12.77434f, 19.36308f, -5.85771f, -8.31818f, 1.21291f, 7.95988f, -3.42772f },
{ 19.42168f, 13.23904f, -3.23934f, 9.51189f, 6.06800f, 14.74368f, 5.95830f, -1.66621f, -20.29422f, -17.64219f, 5.28641f, -3.41049f, -16.36751f, -4.51241f, 12.90362f, 9.43144f },
{ -16.08241f, 8.23110f, 4.98789f, -11.20024f, 0.29825f, -1.19068f, -20.54929f, 2.71058f, 12.07574f, 2.66253f, 1.85498f, -14.55172f, -3.78548f, -4.88210f, -4.38175f, 2.93223f },
{ 6.03888f, -7.43190f, -13.16751f, 6.85999f, 5.45361f, 1.46120f, 3.55288f, 15.07654f, 12.96318f, 5.63309f, -3.78181f, -9.10787f, -3.74867f, -7.92457f, -0.33352f, -2.68824f },
{ 7.29297f, 10.98317f, -17.66699f, -0.72131f, -3.72714f, -15.71416f, -18.97106f, -14.58237f, 13.05125f, 0.30619f, 13.82133f, -5.96586f, -19.56528f, -17.16434f, 15.56160f, 2.32886f },
{ 12.81489f, -0.26176f, 11.46773f, 2.85954f, 4.76995f, 0.86616f, -13.39100f, 2.08347f, -2.03058f, 9.99054f, 1.55112f, -9.57643f, 2.79613f, 6.37313f, -0.92305f, -1.70048f },
{ 4.21595f, -8.79184f, 9.93263f, -10.79174f, -9.00584f, -0.85006f, -0.00405f, 16.81570f, 3.11169f, 3.35875f, 19.07729f, -16.42604f, 8.43850f, 6.60765f, -8.69266f, -6.86486f },
{ -1.23993f, 9.60439f, 5.31251f, -5.87750f, -6.92178f, -5.03218f, 18.41747f, 10.12279f, -7.36285f, -12.21860f, -8.67693f, -1.68777f, -2.02647f, -1.39672f, -6.36293f, -6.39929f },
{ 25.47295f, 6.88094f, -16.40955f, -0.43851f, -0.91548f, -0.40732f, 1.01166f, -0.60639f, -0.32379f, -0.10720f, 3.64999f, 25.42196f, 6.57314f, 11.51636f, 7.14761f, -3.72599f },
{ -1.26332f, -2.82244f, 1.79261f, -8.76608f, -16.44983f, 0.20263f, -9.14242f, -3.92638f, -11.69756f, -4.09937f, 8.20939f, -4.27561f, 6.68278f, -10.55524f, -9.52460f, -14.52046f },
{ 16.54834f, 7.48448f, -1.26558f, -10.75603f, -1.19314f, 1.06279f, -14.82123f, -1.53415f, -12.20625f, 3.90429f, 0.89769f, -2.86653f, -8.73290f, -11.31730f, -6.83220f, -5.18139f },
{ -13.08892f, -3.01605f, -12.73384f, 7.28259f, 7.14719f, -3.44435f, -6.11288f, -20.41162f, 3.39324f, -16.93642f, 11.79903f, 4.63352f, 3.94548f, 20.98134f, 14.64596f, 2.30446f },
{ -3.82665f, -5.75018f, 1.97049f, -7.77964f, -0.62996f, 6.61624f, 14.58705f, -5.03883f, 9.71053f, 12.65114f, 5.59867f, -16.83141f, 12.46876f, 2.04583f, -7.13694f, -15.61000f },
{ -4.65803f, -1.47802f, 3.46716f, -16.73914f, -5.11136f, -8.81500f, 2.77097f, 3.24313f, 6.35661f, 9.31658f, -2.77678f, -7.74743f, 4.86938f, 26.32679f, -31.59515f, 1.67562f },
{ -10.20668f, -2.61851f, 16.14305f, -10.30929f, -5.86552f, -12.96534f, -8.12281f, -9.01599f, 24.59553f, 17.45337f, 5.51043f, 12.80079f, 16.92896f, -1.34815f, -3.39194f, -8.66819f },
{ -8.32016f, 4.79628f, -2.05191f, 4.14755f, -13.16027f, -10.31372f, -19.23177f, 12.39871f, 14.68054f, -4.73120f, -15.49615f, -15.27105f, -10.36365f, -6.59335f, -6.13331f, 1.53763f },
{ -8.54499f, -1.92227f, 4.76914f, 1.89064f, -18.30632f, 5.82214f, -1.07401f, 4.82026f, -9.99220f, 13.10468f, -1.11105f, 1.76772f, 8.86155f, 12.09027f, 2.72326f, 9.91448f },
{ -1.17961f, -25.19645f, -1.21722f, 15.97042f, 6.18282f, 9.10916f, -9.33618f, 7.91641f, 3.93692f, -0.50712f, -1.86575f, -0.32886f, 1.64780f, -5.33669f, 7.72093f, -22.87543f },
{ -0.19772f, -2.91505f, 6.01281f, -11.66883f, 0.23979f, 6.78462f, -11.58253f, 6.52493f, 5.72368f, -0.10898f, -8.45098f, 2.51096f, -20.26936f, -2.59923f, -3.69814f, -10.44706f },
{ -12.98888f, -2.57112f, 15.45733f, 7.83164f, -14.79121f, -12.20821f, -3.04906f, 7.56947f, -24.08688f, 3.77682f, 6.47183f, 17.42980f, -1.22816f, 18.07275f, -13.66984f, 12.01156f },
{ -20.99833f, 11.18545f, 8.60611f, -3.85891f, 8.09083f, 12.52252f, -3.19829f, -0.58750f, 13.27150f, -8.92759f, -3.63318f, -0.89680f, -0.53198f, 4.11675f, 4.24284f, -15.57777f },
{ -3.28299f, 20.80687f, -5.21449f, -11.54446f, -20.24891f, 17.82992f, -9.64562f, -5.80156f, -5.31605f, 2.30112f, -2.07293f, 17.26725f, 9.97952f, 29.75979f, -12.13031f, -7.12483f },
{ 17.95221f, -10.65326f, 9.78241f, 1.71615f, 13.31532f, 0.47873f, -20.50579f, -11.00346f, -20.75640f, -16.29064f, -15.21530f, 2.81267f, 9.95326f, -4.66160f, 22.57600f, 8.94779f },
{ -12.75407f, -11.99506f, 10.30711f, 15.04082f, 2.19556f, -1.73092f, -6.49332f, 1.23292f, 3.65853f, 6.12771f, -7.66226f, -5.05273f, -1.70995f, 10.39258f, 17.82630f, 1.74436f },
{ -7.31022f, -10.05634f, 4.88975f, -13.58085f, 6.96559f, 3.58634f, 11.40306f, -8.88152f, 13.35837f, -4.81158f, -4.24592f, -6.04168f, 12.37125f, -7.80934f, 13.77711f, 12.78269f },
{ 3.93063f, -6.45663f, -6.60879f, -9.35245f, 7.90870f, 19.44124f, 21.56901f, -26.87008f, -3.31640f, -4.31014f, -21.78654f, 1.43926f, 5.85320f, -13.81128f, -9.93548f, 6.06127f },
{ 2.66646f, -0.13101f, -1.75837f, 9.66844f, 8.38071f, 6.44269f, 10.36567f, -20.05638f, -4.29100f, -10.69779f, -6.44124f, -12.46468f, -4.29109f, 3.10868f, 17.38468f, -26.35957f },
{ 11.78190f, 13.44394f, -9.66414f, 1.19998f, 0.68908f, -14.40886f, -9.11835f, 1.02541f, 10.61962f, 7.18374f, -5.92892f, 7.89111f, -7.74746f, -7.03964f, 4.17745f, -11.45366f },
{ -16.56971f, -14.55284f, 13.59469f, -3.59557f, -12.54617f, -1.32227f, 6.69636f, 14.97886f, -2.21569f, 2.75644f, -1.37340f, 2.17852f, 13.20275f, -1.93027f, -13.82287f, -0.44119f },
{ 2.09616f, -2.48122f, 4.02953f, 7.23380f, -13.03449f, 8.03560f, 18.36389f, -2.51304f, -11.58064f, -9.75338f, -0.50534f, -11.22387f, -17.42328f, 16.85520f, 1.74583f, 8.52256f },
{ -11.06897f, -8.30181f, -1.87379f, -18.19625f, -11.20507f, 9.63209f, 2.45668f, -12.12352f, -4.46650f, -7.66053f, -12.47997f, 13.12662f, 0.56089f, 9.81576f, -1.18980f, 8.90423f },
{ -3.38394f, 5.81054f, -1.51399f, -11.41923f, -1.26173f, -13.13546f, -26.32291f, -1.19069f, 1.80154f, 4.57333f, -0.50241f, 0.00553f, -9.20787f, -9.49939f, -1.17659f, 0.48564f },
{ -24.78086f, 6.68389f, -0.74484f, 13.87632f, 3.74657f, 2.99744f, 19.23399f, -4.62000f, 6.37668f, -6.78867f, -2.75290f, 0.37634f, -12.99777f, 11.76233f, -9.75637f, -6.46354f },
{ -29.50294f, 7.35439f, -9.23155f, -2.85419f, -0.48948f, 17.83867f, -9.72927f, -13.88158f, 4.56656f, 15.39754f, -3.88923f, 9.66168f, 9.45910f, 11.35737f, 3.10281f, 5.18457f },
{ -5.68477f, 22.52161f, -3.05917f, 14.16992f, 5.93130f, 9.20836f, -13.49021f, -17.80736f, -16.54486f, -15.41409f, 7.97413f, 16.99473f, 11.37203f, 3.22945f, -11.58118f, -13.46510f },
{ 4.64518f, -1.18289f, -1.41099f, -1.74253f, 6.53213f, 2.25792f, 9.56734f, 2.88517f, -4.77085f, -7.94363f, 1.30229f, 2.25863f, -29.51187f, -3.38777f, -1.95521f, 5.81329f },
{ 17.11971f, -12.64179f, 12.55602f, -22.75293f, -11.22175f, -4.85920f, 16.53076f, 11.56500f, 2.33934f, -0.42000f, 21.89679f, -17.73185f, -18.09947f, 12.33298f, -11.62371f, 8.78894f },
{ -8.07065f, 1.47236f, 13.64284f, 18.42922f, 2.07176f, -2.25821f, 0.77441f, 1.09813f, 1.14354f, -6.68844f, -6.39463f, -9.84227f, -4.21372f, 1.91880f, -0.02804f, 8.07415f },
{ -3.84585f, -0.44635f, -6.83357f, -7.58043f, -10.53562f, -13.33846f, -5.24505f, -8.40474f, -7.17040f, 3.78585f, -14.29855f, -5.29691f, 9.03563f, -16.19598f, -2.80429f, 14.76721f },
{ 6.98168f, -15.94014f, -7.18102f, -25.76253f, 6.45822f, -5.49349f, 2.45621f, 13.60807f, -2.80350f, 1.29201f, 7.17275f, 10.94996f, 4.80185f, -18.49296f, -5.71407f, 1.80464f },
{ 0.80514f, 2.37050f, 15.17356f, -14.52939f, -7.55054f, -1.00789f, 5.68029f, -9.12482f, -5.28789f, 11.44660f, -9.60364f, -4.51910f, 4.73819f, 11.25526f, -7.62964f, 0.17295f },
{ -12.75268f, -0.48544f, -2.24213f, -21.50483f, -5.17445f, -6.69611f, 4.03557f, -3.96306f, -4.02093f, 8.14482f, 5.23480f, 4.60456f, 6.99042f, 1.66245f, -9.81081f, -6.29580f },
{ 4.70080f, 11.68176f, 4.03205f, -1.36375f, -10.64420f, -0.61091f, -13.45196f, -0.87020f, -1.15822f, 2.35704f, -3.33858f, -10.92981f, -1.23970f, 5.47756f, 6.13874f, -2.59125f },
{ -3.02736f, -14.61449f, -3.21295f, -1.87264f, -3.59888f, 14.26696f, -17.74381f, 7.67719f, 17.14289f, -5.21843f, -8.84802f, 0.92750f, -2.35039f, 12.51480f, -12.19425f, 2.73979f },
{ -5.61174f, 4.57542f, 16.71622f, -1.78457f, 5.24481f, 9.23200f, 0.27841f, -1.64740f, -12.95858f, -0.21609f, 7.86385f, -6.68964f, -28.63843f, 2.19652f, 0.34519f, -5.14708f },
{ -4.31698f, 3.27838f, -16.11196f, -7.01642f, -10.04429f, 3.26774f, -18.95309f, -0.54684f, 9.63862f, -1.26322f, 5.42255f, -7.14280f, 10.96455f, -11.84899f, -5.83782f, 3.78648f },
{ 8.04221f, 10.79634f, -8.91214f, 4.85862f, -3.61548f, -17.22122f, 9.18741f, 2.54865f, 10.73782f, 6.44239f, -7.26624f, 8.74567f, -0.50026f, -11.51086f, -9.45631f, -6.11092f },
{ -0.22761f, -7.63525f, 5.38003f, 10.88594f, -11.75628f, 0.84351f, -2.68471f, -9.93572f, -2.06222f, 2.91964f, -0.49789f, -1.15217f, -22.08980f, 5.10247f, 11.71794f, 3.26935f },
{ -5.29493f, 1.23297f, 3.53934f, 14.95724f, -17.06548f, -14.05165f, 16.75263f, 12.49562f, -8.55194f, -10.34593f, 7.54533f, 4.10190f, -3.47375f, -9.60937f, -0.66356f, -3.72303f },
{ 3.15884f, -8.53903f, 10.68267f, -16.42114f, -9.26356f, 2.56887f, -2.26746f, -6.66985f, -4.77873f, -10.80924f, -6.96510f, -3.07164f, -1.18481f, -18.22025f, 1.74258f, 9.72563f },
{ 11.66303f, 3.58962f, -1.30276f, 12.76882f, -0.90295f, -17.68186f, -3.74859f, -0.26775f, -13.94097f, -13.50902f, 0.84729f, 3.81664f, 2.85824f, 11.45297f, 11.98768f, 12.08041f },
{ 8.25414f, 1.59522f, -4.83503f, -18.99268f, 11.98943f, -1.78521f, -2.34066f, 2.40575f, 2.98287f, -6.65485f, -15.68942f, 4.98575f, 9.42051f, 2.91905f, -16.73349f, 0.68769f },
{ 1.71445f, 11.88691f, -8.47854f, 15.10189f, -10.16639f, 11.90454f, 6.72340f, 7.02892f, -8.95932f, 10.15043f, -0.49038f, -2.21266f, -7.74569f, -10.43720f, -8.80832f, 12.14487f },
{ -9.03211f, -7.34135f, -4.06417f, -3.28050f, 10.80424f, -12.27334f, 4.41550f, 12.95442f, 13.18634f, -6.58915f, -7.71422f, 5.93513f, -2.72817f, -6.28919f, -3.86243f, 0.34826f },
{ -7.93036f, -0.51873f, 0.73884f, -19.31032f, -0.91357f, 7.55647f, 3.21598f, 4.74517f, 0.24854f, 10.65733f, -14.40339f, -11.75754f, -12.95160f, 7.07100f, -4.11135f, -10.40726f },
{ -13.54988f, -9.67644f, -8.00100f, -6.95929f, -6.64862f, -12.53672f, 6.45917f, 6.82547f, -8.88034f, 13.58727f, -22.27989f, 5.97585f, 2.88121f, 1.75769f, -1.43618f, -9.90452f },
{ -0.97245f, -1.23785f, -5.62502f, -15.55165f, 4.29966f, -11.47792f, 5.30694f, -10.42321f, 19.90527f, -17.92097f, -13.35672f, -7.67265f, 7.49146f, 9.59032f, 1.37544f, 9.23935f },
{ 2.32166f, 22.84301f, -6.00813f, 0.90881f, 2.19399f, -0.45848f, -5.16783f, -6.85740f, -0.78796f, -2.19130f, -2.16738f, 2.56746f, -3.30998f, -15.58055f, 2.22784f, 5.91792f },
{ 8.66417f, -6.37555f, -9.75951f, -0.47392f, 6.27317f, -2.32771f, 5.90979f, 1.94208f, -3.64331f, -1.94108f, -0.48777f, 2.80894f, 0.56271f, -18.61263f, -5.30980f, 6.38241f },
{ -25.64771f, 23.50423f, 2.79083f, -10.60352f, -10.43927f, 5.59048f, -0.81914f, 20.19340f, 2.08817f, 2.57559f, -0.89674f, 8.79885f, 3.17756f, -2.48324f, -0.23128f, 8.58809f },
{ 9.19520f, 12.40867f, 20.35878f, -16.47173f, 8.19170f, 4.36298f, 22.60607f, 0.93443f, -7.80721f, 18.70947f, -13.65921f, 6.27434f, -21.97892f, -2.69761f, 4.14126f, 6.05620f },
{ -5.55102f, -3.33025f, -25.70684f, -13.83703f, -20.15498f, 13.17581f, -2.20010f, 9.39845f, 0.15143f, -19.02152f, 14.52988f, -4.31364f, -16.93885f, -3.71937f, 1.80312f, 24.56738f },
{ -11.71040f, -2.80904f, -22.65101f, -9.73189f, 11.61821f, -2.84371f, 12.01777f, -5.44558f, 6.41933f, -0.87027f, -15.80941f, 10.40104f, -9.27048f, -29.49253f, 16.69563f, 7.30153f },
{ -6.96384f, 11.05521f, 0.42141f, -13.03490f, 9.90120f, -1.89183f, -7.46168f, -1.51235f, 8.99935f, -15.01966f, -2.41439f, 5.71936f, -4.77773f, 24.60886f, -5.34750f, -5.45106f },
{ 3.21934f, 7.26898f, -3.10416f, 5.55126f, 11.40792f, 14.23431f, -9.27557f, 1.50339f, 2.69308f, 1.83334f, 1.52624f, 4.79465f, -26.63948f, 5.91905f, -2.54674f, 12.10971f },
{ -23.87137f, 25.91479f, 6.31997f, 6.61984f, 4.39800f, -2.66361f, -18.99558f, -1.71308f, 8.66587f, -0.01835f, -3.76831f, 0.31368f, 9.60591f, -12.26560f, 9.48298f, -3.70692f },
{ -8.67621f, -6.08876f, 14.02908f, 2.19001f, -5.27378f, -10.02539f, -0.27639f, 5.62993f, -3.08450f, -9.27595f, -1.75406f, -4.42652f, 19.34284f, -2.41857f, 1.81800f, 10.36976f },
{ 8.94901f, 7.24394f, -7.55996f, -14.94671f, -13.54955f, 14.53825f, 6.76066f, 2.12067f, 5.07344f, -13.27230f, -15.04588f, 12.32454f, -21.14789f, -5.39878f, 2.76561f, -4.49824f },
{ 0.17848f, 22.13308f, -13.98109f, 7.14392f, -2.64292f, -22.50702f, 5.62124f, 3.88923f, -6.26325f, -6.92034f, 1.19719f, -16.48440f, -2.49405f, -7.11120f, 1.50133f, -6.83033f },
{ 17.71541f, 17.60372f, -11.49615f, -4.13754f, 6.45053f, -11.29421f, -10.22666f, -5.49892f, 3.86379f, -8.70335f, 0.80968f, -12.39923f, -14.47041f, -26.48007f, 11.02380f, -11.01858f },
{ -9.36707f, -8.34543f, -8.47320f, -2.48407f, 1.00385f, -13.89172f, -8.07311f, -6.88404f, -14.41590f, -8.61483f, -0.42959f, -10.88223f, -1.53178f, -11.87316f, 0.33640f, 14.12563f },
{ -1.56561f, -1.84468f, 2.68157f, -7.46920f, -6.33436f, 8.55306f, -17.22557f, -5.84452f, -0.37449f, -4.22724f, 14.80937f, 23.73379f, -0.31838f, -15.10422f, 6.91383f, -0.71504f },
{ -3.36417f, -1.02082f, 12.62541f, 7.10508f, 12.09108f, 7.45504f, 10.20160f, 6.85110f, -14.31247f, 7.12114f, -3.04442f, 14.00064f, 2.29298f, 0.43008f, -9.92268f, 12.00415f },
{ -3.57229f, -7.77551f, 0.33498f, -11.09718f, 0.29302f, 5.97066f, -0.08609f, -1.96743f, -4.34638f, 11.52088f, 3.68502f, 13.56016f, -10.52701f, 11.14033f, -19.21406f, -6.52808f },
{ 4.34890f, 8.78259f, 9.17630f, 7.19451f, 9.40329f, -2.93885f, -3.31019f, 10.28647f, -8.21449f, -1.41053f, -10.59377f, 15.54940f, 9.21461f, 3.99680f, 11.87660f, 5.94941f },
{ -0.40043f, -17.55632f, -19.41046f, 18.51734f, 4.14135f, 7.75514f, -6.72988f, 4.74044f, -7.91400f, 13.87668f, -12.53744f, 0.07415f, 1.19818f, 13.75117f, 4.79626f, -2.20845f },
{ 4.54646f, -0.75145f, 2.69764f, -7.38505f, -6.93050f, -1.52246f, -1.61500f, -28.72231f, 4.00945f, -0.63325f, -3.43380f, -9.27400f, 15.96083f, 2.97006f, 3.69746f, -1.17228f },
{ 7.82411f, -8.61205f, 0.70657f, -13.95434f, -7.60911f, 0.31633f, -1.75739f, 13.54630f, -11.05436f, 17.37235f, 0.12740f, -21.05678f, 9.72711f, -4.13920f, -7.97242f, 5.30333f },
{ -4.07294f, -5.37803f, -3.76816f, 2.68472f, 10.78161f, 0.96359f, 1.50640f, -0.42338f, 15.09211f, -8.02593f, 7.67402f, 13.74340f, 0.97078f, 14.12874f, 7.68735f, -16.23864f },
{ 9.28133f, 11.52397f, -0.06162f, 7.21604f, 12.11804f, -5.16093f, 6.51993f, 6.70544f, -14.17938f, -11.01873f, 9.58897f, -7.33995f, -7.08448f, -11.87751f, -4.24948f, 17.47652f },
{ -2.77376f, 4.56767f, -2.90626f, 22.15450f, 10.99909f, 16.26763f, 1.72388f, -5.90459f, 6.92431f, 12.66111f, 7.82483f, -10.38817f, -3.42640f, 1.55830f, -7.07480f, -7.74985f },
{ -6.69874f, 3.98673f, 8.35552f, 4.80387f, -4.86019f, 0.23716f, 18.97384f, -1.15214f, -6.39332f, 7.89978f, 1.84108f, -3.75712f, -15.32041f, 6.67387f, -10.41518f, 0.20320f },
{ 0.62525f, -8.10426f, -3.32911f, -3.97520f, 17.55947f, -15.49678f, -13.84020f, 14.87519f, -4.74524f, 3.57339f, 13.75372f, 5.46959f, -14.97233f, -3.64946f, -1.49240f, 4.59800f },
{ 10.23047f, 2.37433f, 8.94706f, 6.63224f, -16.42994f, 7.97630f, 6.54984f, 15.82267f, -6.53958f, 0.72873f, -0.81332f, -7.26116f, -1.79934f, 6.98271f, 11.49870f, 15.26426f },
{ -4.51297f, 13.07576f, -10.13205f, -8.00593f, 11.21461f, 2.67516f, 11.37031f, -6.57646f, -1.00583f, 2.92312f, 9.95107f, 18.34546f, 8.49076f, 20.83972f, -7.97997f, 19.09821f },
{ 2.86691f, 5.07106f, -2.16198f, -4.63343f, 1.41947f, 22.49864f, -31.53094f, -14.62932f, -5.60176f, -3.02911f, 8.08417f, 9.01991f, -11.76387f, -5.53081f, 12.97946f, -6.90297f },
{ 5.78093f, 0.25050f, -2.40523f, 20.81261f, -12.06824f, 35.23014f, 15.85109f, -5.53329f, -5.11309f, -2.37271f, 0.34716f, -1.19441f, -8.08335f, -11.21410f, -14.72850f, -9.94564f },
{ 1.20255f, 5.30042f, -6.56794f, 6.86570f, -3.90443f, 3.21896f, -2.57112f, 2.83785f, -0.49983f, -0.32878f, 2.65634f, 5.06157f, -13.76442f, -10.82668f, -2.27671f, -0.20445f },
{ -8.66436f, 23.45497f, -4.41900f, 7.82216f, 8.16563f, -2.66212f, -11.53660f, -1.92959f, 2.80972f, 5.47434f, -5.57401f, 9.51501f, -5.03877f, -4.46926f, -6.47784f, 1.85937f },
{ -21.32185f, -16.78663f, 4.81979f, 12.54990f, 4.32614f, 15.49991f, -10.75543f, 10.74846f, -24.04093f, 15.54093f, -6.35947f, 20.15333f, 2.91846f, 16.09360f, -12.92923f, -17.31016f },
{ -1.25536f, 7.91929f, 3.55618f, -3.77473f, 12.89875f, -16.52601f, 11.99246f, 15.80692f, -15.83423f, 9.47713f, 3.36121f, -6.20922f, -12.60559f, 1.38758f, 1.84750f, -3.78106f },
{ -8.28064f, -11.94645f, -5.21544f, 2.29568f, 7.27376f, -14.08302f, -12.88685f, -22.54157f, -4.51586f, -9.65459f, -4.62460f, 9.55452f, -17.22336f, -22.12613f, 13.97032f, -5.90905f },
