{
{ 0.08144f, -0.76467f, 0.16752f, 1.75935f, -1.41071f, -1.34018f, 0.90333f, 1.01198f, -1.29336f, -0.10368f, 2.27721f, 0.09245f, 0.25523f, 1.51169f, -0.95130f, 0.06777f },
{ -0.08501f, -1.10650f, 1.34844f, -1.22847f, 0.48103f, 0.03103f, -1.42985f, 0.39319f, 1.59897f, 1.34508f, 0.67979f, -0.05896f, -0.92250f, -0.67742f, 0.77515f, -0.06959f },
{ 1.20276f, -0.66384f, -0.56083f, 0.69548f, 1.88303f, -0.62767f, 0.26755f, -0.04109f, 0.96481f, 0.01181f, -0.21961f, -0.44653f, 1.16184f, 0.78001f, 0.12400f, -0.29694f },
{ -1.17546f, -1.70063f, -0.32210f, 1.81660f, 0.88869f, 0.18139f, -1.08353f, 1.05638f, -1.18475f, -0.84161f, 1.31786f, -0.05365f, 1.27820f, 0.70196f, -0.01896f, -0.05959f },
{ 0.24225f, 1.28050f, -0.17150f, -0.47369f, 0.91519f, 1.30143f, 1.68102f, 0.09075f, 0.97745f, 0.32272f, 0.46797f, -0.80296f, 1.48058f, 1.38368f, 0.43081f, 0.30073f },
{ -1.78729f, 0.46666f, -1.47867f, -1.53426f, 0.39003f, 1.85952f, -0.24461f, 0.01999f, -0.08500f, -1.04319f, -0.45912f, -2.55900f, 0.44144f, -0.45349f, 0.71549f, -0.65168f },
{ -0.21968f, -0.15708f, -0.90321f, 0.41063f, 1.19784f, -0.82741f, 0.53712f, 0.54849f, 0.53387f, 0.22463f, -2.17938f, -1.29823f, 0.28617f, 0.32389f, 1.57289f, 0.07957f },
{ 0.14800f, -0.05382f, -1.21378f, -0.90497f, 0.82893f, 1.38383f, -0.44723f, -0.72638f, -1.29260f, 0.49430f, -0.57598f, 0.03327f, 0.69430f, -0.65336f, -1.23769f, -0.85831f },
{ 0.80116f, -0.83665f, 0.06564f, 0.22115f, 0.18711f, -0.34321f, 1.01294f, 1.65577f, 1.09975f, 2.14023f, -0.05157f, 1.33249f, 0.13019f, -0.16279f, -1.55795f, -1.57999f },
{ -0.27874f, -0.46204f, 0.54600f, -1.17607f, 1.99375f, -0.73113f, -0.49774f, 0.97736f, 1.29601f, -0.74392f, 0.60853f, 0.25001f, -1.71422f, 1.05731f, -2.51570f, 0.48514f },
{ 0.57437f, -1.75423f, -0.16779f, 1.49217f, 0.36628f, 0.75025f, -2.00788f, -1.18402f, 0.31255f, -1.16124f, 0.03945f, -1.25522f, -1.05710f, 0.32709f, 2.56659f, -1.62554f },
{ 0.20930f, -0.24746f, -1.25537f, 0.38820f, -0.07230f, -1.73271f, 0.92761f, 1.68740f, -0.42545f, -0.72642f, -2.61972f, 0.15470f, -0.64822f, -0.55108f, 0.38282f, 1.91895f },
{ 0.16089f, 0.73320f, -0.38883f, -2.19123f, -1.39593f, -0.50404f, -0.25649f, 0.01605f, -1.38920f, -0.03304f, 1.33130f, -1.15372f, 0.01400f, 0.38081f, 1.27982f, 1.10258f },
{ -0.18995f, -1.89809f, 1.82139f, 0.20502f, -0.59217f, -0.29152f, 0.80173f, 0.84743f, -0.29802f, -0.74391f, 1.68584f, -0.40876f, -2.74248f, 2.11346f, 0.36711f, -0.65788f },
{ 0.80185f, -1.78404f, 1.18547f, -0.19856f, 1.28586f, -0.20383f, 0.21312f, 0.76988f, 1.23023f, -0.95766f, -0.27620f, -0.45849f, 1.19420f, -0.99054f, -0.60817f, -0.82601f },
{ -1.08009f, -0.07342f, -0.76967f, -0.12971f, -1.13808f, -0.75278f, -0.49322f, -0.46079f, -1.62672f, 0.83341f, 1.07754f, 1.30658f, -0.49150f, 1.37215f, 0.88224f, -1.46701f },
{ 0.56243f, -0.34858f, -1.30825f, 1.32309f, -0.18649f, 0.20864f, -1.44262f, -0.40684f, 0.79669f, 0.44465f, 0.19783f, -0.85131f, -0.84139f, 0.12000f, 0.53427f, 1.61513f },
{ 0.37189f, 1.53100f, -1.02982f, 0.40320f, -0.00558f, 1.24445f, 0.75887f, -0.81289f, 0.62986f, -1.94607f, -0.32628f, -0.57727f, 0.95840f, 0.85753f, -0.65976f, -0.83299f },
{ 0.18721f, -0.02455f, 0.39506f, 0.11220f, 0.38651f, -0.59040f, 0.81249f, -0.70672f, -0.80519f, 1.14833f, -0.40901f, -0.01488f, 0.65523f, -0.63552f, -0.82096f, 0.61445f },
{ -1.36359f, -0.72091f, 0.64225f, -0.19672f, 0.53393f, -1.64050f, 0.32086f, 0.66085f, 1.12762f, 1.59548f, -1.32065f, 1.17757f, 0.52269f, 2.05297f, 0.16540f, -0.99974f },
{ 1.03388f, -2.82984f, 0.54621f, 1.12879f, -0.93321f, 0.07570f, -0.66518f, -0.56755f, 0.99410f, -1.04584f, -0.90198f, 0.37826f, -1.02640f, -0.63715f, -0.58221f, -1.33805f },
{ 1.20538f, -1.14761f, 0.28440f, 0.74541f, -0.74822f, -0.28957f, -1.42483f, 0.31660f, 1.05657f, -0.17781f, -0.33200f, 0.40665f, 0.36098f, -0.51531f, -1.48890f, 0.70595f },
{ 1.22355f, -0.60716f, 2.79784f, -1.62552f, -1.17285f, 0.46669f, -0.03637f, 0.89546f, -0.62287f, -0.48545f, 0.40520f, 1.49175f, 0.73169f, -0.09548f, 1.39607f, 0.36192f },
{ -0.28884f, 0.80109f, 1.31848f, -0.77193f, 2.16021f, -1.40539f, -0.10131f, 1.10105f, -1.84028f, -1.48613f, 0.27023f, 0.49009f, -0.28135f, 0.95694f, -1.44207f, -0.91669f },
{ 0.92308f, 0.43726f, 1.05622f, -0.54139f, -0.71712f, 0.61406f, -0.04080f, 2.07963f, 1.35837f, 1.53482f, -0.23277f, -0.02400f, 0.15667f, -1.23725f, -1.69502f, -0.48907f },
{ 0.91179f, -0.45207f, 0.15325f, 1.11202f, -0.76974f, 0.10939f, 0.84392f, -0.79978f, -0.62193f, 2.92841f, 1.11836f, 1.25348f, 1.07637f, -0.44376f, -0.31151f, -0.09490f },
{ -1.26394f, 0.29851f, 0.68484f, -0.53338f, -1.32898f, -0.44109f, -0.80153f, -0.07809f, 0.27377f, 0.10244f, 1.35920f, -0.81622f, -0.51840f, 0.28489f, 0.72955f, 1.72580f },
{ 0.06036f, 2.73889f, 0.47528f, 0.12883f, -0.01519f, -1.24824f, 0.37224f, 0.88938f, 1.37972f, -0.72858f, -0.98465f, 1.01839f, 1.59055f, 1.66969f, 0.64786f, -1.37886f },
{ 0.46013f, 0.75450f, -1.70679f, -1.44364f, 0.45552f, 0.23203f, -0.19193f, -0.26615f, 1.72779f, -0.55506f, -0.91043f, -1.37078f, -1.36718f, -0.13527f, 1.17316f, 0.75475f },
{ -0.01760f, 0.33805f, -0.95595f, -0.37307f, -0.24001f, -0.30469f, 0.25341f, 0.28542f, -0.30555f, 0.74125f, -0.40921f, 0.35998f, 0.67662f, -2.01846f, -0.28590f, -0.50325f },
{ 0.53543f, 0.29333f, -0.24709f, -0.26519f, -0.80513f, -0.62420f, 2.16575f, -1.88789f, 1.32033f, -0.68862f, -0.48536f, -0.03625f, 1.46027f, -0.20270f, -0.46657f, -0.00449f },
{ 0.68591f, 0.10809f, 0.95290f, -0.88759f, -0.06890f, -1.03506f, 0.31023f, 0.07088f, -0.39527f, -0.52432f, 0.94903f, -0.41936f, 0.47108f, 0.71928f, 0.60025f, 1.49004f },
{ -0.26851f, -0.24874f, 0.32511f, -0.88071f, 0.79004f, -2.86330f, 0.09044f, 1.05416f, -0.47705f, -0.75892f, -1.46258f, -0.34260f, -0.30924f, 1.17781f, -0.18111f, 0.54248f },
{ 0.26912f, -0.06885f, -0.30870f, 0.14495f, -0.01299f, -0.57733f, -0.58268f, -0.60796f, 0.41859f, -0.68533f, 0.88540f, -0.92281f, -0.50047f, 1.00127f, 0.07020f, 0.24232f },
{ -0.66136f, -0.22350f, 0.07735f, 0.01166f, 0.88279f, -0.69855f, -0.14597f, 1.73603f, 0.61079f, -0.42560f, 0.69848f, 0.39935f, -0.04750f, 1.61598f, 1.62021f, -1.60900f },
{ -0.38787f, 0.13137f, -0.23427f, 1.97723f, -0.43050f, 0.19481f, 0.42611f, 1.28677f, 0.23997f, -1.17513f, -0.22790f, -0.43057f, 0.37582f, 0.52312f, -2.82669f, -0.48209f },
{ 0.20597f, 0.09431f, -2.98778f, 0.95237f, -0.51998f, 0.89729f, 0.56111f, -1.40789f, 0.93750f, -0.44428f, -0.91054f, 0.07644f, -0.18032f, -0.26502f, 0.46786f, 0.00266f },
{ -0.02420f, 0.40402f, -0.58167f, 0.27127f, 1.11779f, 0.22637f, 0.24069f, 1.09454f, 1.20450f, -0.56254f, -0.03099f, 0.89549f, -0.05198f, -0.94568f, -0.04025f, -0.97502f },
{ -0.25964f, -0.45595f, -0.27842f, -1.21786f, 0.41343f, -0.85189f, -0.39536f, -0.21264f, -1.48029f, 3.12139f, 0.94873f, 0.86708f, 1.13350f, -1.75503f, -0.20266f, 0.23822f },
{ 0.03323f, -0.51133f, -2.12826f, 1.57529f, -0.90025f, -0.78224f, 0.10880f, 1.33363f, 0.66699f, -0.87278f, 0.40031f, -0.21491f, 0.71295f, 0.63787f, -0.52061f, 0.36758f },
{ -0.03628f, -0.12999f, 0.89789f, -0.81128f, 0.67780f, 1.25037f, 0.70360f, 1.12191f, -0.56823f, -0.20842f, -0.31858f, 0.56656f, -0.08838f, 0.57053f, 0.80876f, 1.16489f },
{ -1.24399f, -0.00537f, -1.42076f, -1.10948f, -1.00296f, 1.99693f, -0.08198f, -0.23905f, -1.36847f, 0.54335f, 2.55594f, -0.14163f, -1.04953f, -1.41917f, -0.04398f, 0.02191f },
{ -0.49386f, 0.15470f, -0.82934f, 0.17035f, -0.14032f, -1.22819f, -0.94446f, -1.68220f, 1.13774f, -1.66938f, -0.05699f, -1.19614f, -0.81281f, 1.47297f, -0.54137f, -0.65507f },
{ -0.26753f, -0.32424f, -0.39852f, -0.26783f, 1.17010f, -0.62684f, 1.86025f, -1.28369f, 0.55584f, -2.15002f, -0.97194f, 1.19125f, 0.21643f, 0.50964f, 1.15416f, 0.91850f },
{ -0.64938f, -0.26183f, -1.92491f, -1.30836f, -0.20056f, -0.73469f, -0.74395f, 0.09931f, -2.56678f, 0.44400f, -0.44411f, -1.09892f, 1.57484f, -0.67792f, -0.26568f, -0.88352f },
{ 0.50348f, -0.65151f, -0.12714f, -0.24718f, 0.40345f, 0.43124f, 1.22356f, -1.71806f, -0.01156f, 0.33258f, -0.58540f, -0.73779f, 0.60715f, -0.54619f, -0.43632f, 1.22504f },
{ -0.75575f, -0.29872f, -0.62020f, -0.75570f, 0.29716f, 0.28457f, -1.26197f, 0.11407f, -0.30867f, 1.97883f, 2.71904f, 0.66214f, -2.38502f, -0.79309f, -0.28071f, -0.49183f },
{ -1.21445f, -0.17218f, 1.02334f, -1.11079f, -0.69289f, -0.48822f, -1.88356f, 0.29955f, 0.34887f, -1.56825f, 0.96520f, 1.66622f, 0.54161f, -0.38266f, 0.11110f, -0.52852f },
{ 1.84454f, 0.07357f, -0.30455f, 0.24799f, 0.19349f, -0.24268f, -2.04162f, -0.51159f, 0.36166f, -0.04455f, 0.93477f, 0.73157f, 0.52536f, 0.95375f, 2.49545f, -0.73404f },
{ -0.24813f, 1.73785f, 1.17714f, -1.18001f, -0.79751f, 0.92959f, -1.68459f, 0.23770f, 0.21173f, -0.07369f, 0.18576f, 0.22882f, 0.90415f, -0.39719f, -0.18530f, 0.86090f },
{ 1.25349f, -0.31747f, -0.67960f, 0.58655f, -0.11032f, 0.61000f, -1.59786f, 0.95294f, -0.61535f, 1.49723f, 0.37212f, 1.13555f, 1.89739f, -1.05060f, 0.07502f, 0.17196f },
{ 0.46421f, 0.03897f, 2.07704f, -1.05515f, 0.10342f, 1.34403f, 0.35280f, 1.90486f, -0.84481f, 0.30963f, -0.11847f, -1.57733f, -1.25632f, 0.06613f, 0.53662f, 0.58930f },
{ 0.75158f, 0.06422f, -0.49486f, -0.17433f, -1.41270f, 1.60791f, -0.67744f, -0.50490f, 1.44299f, -0.25731f, -0.97356f, -0.38749f, -1.04660f, -1.11554f, -0.82378f, -0.17872f },
{ 0.62155f, 0.00037f, -1.13129f, -0.81650f, -0.24871f, -0.33052f, 0.46297f, 1.25246f, -0.10113f, 0.14023f, 0.56658f, 0.64039f, 0.16315f, -1.40303f, -0.49154f, -0.43629f },
{ -0.47312f, -0.52422f, 0.33466f, 0.74314f, 1.10359f, -0.33430f, 0.55087f, 0.08787f, -0.59060f, -0.14598f, 0.04608f, 0.68170f, -1.82894f, 1.96010f, -0.85910f, -0.30207f },
{ -0.43240f, 1.36412f, 0.41964f, -0.81147f, 0.74174f, -0.72465f, -0.11441f, -1.30632f, 0.75274f, 0.34999f, 0.06836f, 0.44701f, -0.41303f, -0.92206f, -0.00789f, 3.40193f },
{ 0.59013f, 1.38766f, 2.78201f, 1.94276f, -0.08480f, -2.04410f, -0.69640f, -0.22347f, 1.18207f, 1.88303f, 0.46761f, 0.77824f, -1.35782f, 0.79070f, -1.45157f, 0.94818f },
{ 0.54012f, -0.80222f, 0.92032f, -1.67397f, -1.30773f, -0.05159f, 0.54547f, -0.64773f, -0.34204f, -1.11792f, 0.43089f, -0.41436f, 1.81876f, 0.18862f, 0.17329f, 0.15628f },
{ 0.10020f, 0.19676f, 1.05882f, 0.56506f, -0.08547f, 0.54603f, 0.01716f, -0.10889f, -0.46208f, -0.79876f, 1.17818f, 0.47984f, -0.07741f, 0.19896f, 1.13344f, 0.53080f },
{ -0.80016f, -0.42354f, -1.78536f, 0.56449f, 1.26162f, -0.22050f, 1.55243f, 0.02073f, 1.89355f, -0.56887f, 1.50810f, -0.33019f, 0.70245f, 0.59366f, -0.99750f, -2.05257f },
{ -1.31109f, -0.02585f, 0.43711f, 0.71274f, -0.29801f, 1.03727f, -0.71932f, 0.93191f, 0.33630f, 0.99340f, 2.12791f, -1.14500f, -2.50330f, -1.65687f, -1.45652f, 0.74880f },
{ 0.28571f, -1.12774f, 0.07348f, -1.04220f, 0.75060f, 0.85811f, 1.26658f, 1.15486f, 2.57633f, -0.15283f, 1.54308f, 2.21542f, -0.91295f, -0.12809f, -0.17230f, 1.69159f },
{ 0.81042f, 0.11889f, -0.25859f, 0.26249f, 1.09395f, -0.69238f, -0.08858f, 0.45065f, 0.16745f, 0.02638f, 0.17202f, 1.26997f, -0.04843f, 2.25686f, -0.30509f, 1.10336f },
{ -2.21292f, -0.94131f, 2.14164f, -1.45120f, -1.36476f, -0.12159f, -1.19155f, 0.36695f, -0.21973f, -0.65542f, 1.55416f, -0.49962f, -0.95255f, 0.42038f, -0.03998f, -1.32862f },
{ 0.97018f, 0.75044f, 0.77917f, 0.94486f, 0.26918f, -1.32701f, 0.98940f, -0.09097f, 0.16172f, -0.34839f, 0.65981f, 0.97699f, 1.51427f, -0.41715f, 0.42474f, 1.66385f },
{ -0.65435f, 0.61670f, 0.24513f, 2.25786f, 0.28147f, 1.79943f, 1.38701f, 0.67297f, -2.23820f, 0.95919f, -2.37680f, -1.79017f, 1.41290f, 1.91579f, -0.19991f, 0.32076f },
{ 0.87370f, -0.45034f, -0.82250f, -1.26313f, 0.03591f, -1.51267f, 0.12797f, -0.15711f, -0.55035f, 1.91273f, -0.71775f, -0.44455f, 0.77258f, -1.85784f, 0.50614f, 0.31574f },
{ 0.57972f, 0.02353f, -0.41255f, -0.39688f, 1.55553f, -1.00594f, 0.30454f, 1.11748f, -0.31765f, 0.18953f, 0.25208f, -0.13061f, 0.74067f, 1.23937f, 0.71387f, 1.34173f },
{ 0.58140f, 0.98509f, 1.18149f, 0.09367f, -1.35891f, -1.27871f, -2.31618f, 0.50035f, 0.44672f, -0.64880f, 0.32603f, -0.38271f, 1.11087f, -0.62382f, -0.49824f, 0.45194f },
{ 0.70285f, -1.82294f, -0.29858f, 0.40954f, 1.25997f, 1.17669f, -0.20279f, 1.05949f, -0.60431f, 0.02285f, 0.73889f, 1.27550f, 0.57991f, -0.44066f, 0.25284f, -1.73237f },
{ -1.36589f, 0.99389f, -0.37667f, 0.07199f, 0.06624f, 0.29512f, -0.33854f, 0.83846f, -2.68618f, 0.43580f, -0.30130f, -0.97650f, -1.29558f, 1.31034f, 0.59175f, 0.75605f },
{ -0.17284f, -0.74460f, 0.65140f, 0.37741f, -0.05928f, 1.46134f, -2.79022f, 0.35420f, 0.08340f, -0.88188f, -1.20999f, 0.98482f, 1.38451f, 1.77092f, -0.55208f, 0.16516f },
{ -0.52316f, 0.77601f, 0.09103f, 0.63875f, -1.37719f, -0.59786f, -0.43870f, -1.18200f, -0.82504f, -0.15260f, 1.72054f, 0.61888f, -0.79400f, 0.28278f, 0.65404f, 0.67074f },
{ 0.53032f, -0.38193f, 2.25506f, -0.18804f, -1.36139f, -0.46985f, -0.61445f, -1.29516f, 0.84605f, 1.12512f, -1.62267f, 0.01576f, -0.70529f, -1.21046f, 0.26201f, -0.71178f },
{ -1.41501f, -2.09604f, 0.04145f, -0.56543f, -1.65178f, -0.31703f, 0.13613f, -0.75676f, 0.12496f, 0.99105f, -2.02015f, -0.35761f, 0.62736f, -1.18784f, 1.63420f, 0.66050f },
{ 0.34792f, 0.76304f, 0.21880f, 0.60902f, -0.72566f, 0.94866f, -0.43892f, -1.69946f, -0.84706f, -1.99320f, -1.13001f, -0.69497f, 0.26678f, 0.36284f, -0.25161f, 0.46342f },
{ 0.52411f, -1.42482f, -0.31693f, -0.07541f, 0.20320f, -1.39977f, -1.41035f, 1.73798f, -0.27034f, 0.74643f, -0.97919f, -0.64261f, 0.80325f, -0.10805f, -0.11081f, -0.69950f },
{ 1.39051f, -2.19725f, -0.91900f, 0.00649f, 2.23274f, -0.84206f, -0.66907f, -0.08320f, 1.57936f, 0.07721f, -1.96807f, 1.64337f, 0.34175f, -0.92896f, 1.08192f, 1.16057f },
{ -1.12843f, 0.85572f, 1.54092f, -0.11896f, -0.21283f, -0.52608f, -0.76301f, -0.45993f, -1.20896f, 0.41634f, -1.38490f, 0.51811f, 0.10004f, -0.31300f, 0.82655f, 1.80310f },
{ -0.09888f, -1.57539f, 1.28783f, -0.57740f, 0.40827f, 1.24622f, -0.19885f, -0.14418f, 0.73065f, 0.44464f, 0.10150f, 1.95561f, 0.91181f, -0.96593f, -0.86245f, -1.28180f },
{ 0.50603f, -0.26876f, -1.17601f, -0.81318f, 0.37885f, 1.21122f, -1.35393f, 0.64072f, 0.08814f, 1.23357f, -0.98608f, 0.08496f, -0.18532f, -1.20008f, -0.23789f, 0.71322f },
{ 0.20094f, 1.00818f, -0.86319f, -0.80205f, -0.84908f, -1.03975f, -0.92646f, -0.39425f, 0.26104f, 1.09414f, 0.30284f, 0.45786f, -0.98812f, -0.70783f, -1.66028f, -0.39666f },
{ 1.01374f, -0.49151f, -0.54345f, 0.75281f, 0.24224f, -0.28475f, 0.84995f, 1.43580f, 1.14062f, -0.24706f, 0.47724f, 0.00137f, 0.10094f, 0.64537f, 0.49176f, -1.73287f },
{ -1.10381f, 0.62770f, 0.76345f, -1.24106f, -0.05031f, 1.06558f, 0.95193f, 0.88515f, 1.09179f, 1.40131f, -1.44528f, 0.44104f, -0.73023f, -0.98287f, 0.97538f, -0.44315f },
{ 1.77952f, -0.29244f, -0.89395f, 0.26940f, -1.23729f, -0.59356f, 0.43668f, 0.37106f, -1.57613f, -1.32958f, 0.27099f, 0.66614f, -0.63674f, -1.33334f, 0.36504f, -0.74461f },
{ -1.11723f, -0.36481f, -0.48875f, 0.01145f, -1.42753f, 1.67842f, 0.23170f, 0.59936f, 0.33040f, 0.01260f, 0.51653f, 0.14539f, -0.60446f, 1.14434f, -0.77927f, 1.20689f },
{ 1.75087f, 1.70817f, 1.36594f, -1.07364f, -1.42522f, 0.31430f, -0.63395f, 1.87160f, 1.55210f, 0.07337f, 1.02851f, 0.43965f, 0.47438f, 0.86377f, 0.27144f, -0.40346f },
{ 0.58588f, -0.76411f, -0.79480f, 0.33020f, 0.53599f, -0.86071f, -0.34903f, -0.15778f, -1.15332f, 0.26588f, 0.23791f, -0.83852f, 1.88321f, 0.26792f, 1.72600f, 1.77430f },
{ 0.54372f, 0.66994f, -0.89945f, -0.71595f, 0.61156f, -0.61856f, -0.44409f, 0.12454f, -0.57830f, 0.50933f, 1.96448f, -0.55308f, -0.49517f, 0.37137f, -0.79909f, -0.52564f },
{ -0.43827f, 0.10257f, 1.17753f, 0.08661f, 0.10899f, 0.49061f, -0.31374f, -0.15751f, 0.35076f, 0.89932f, -0.11494f, 1.02609f, 0.51883f, -0.37724f, 0.31473f, -0.14899f },
{ -0.86827f, 0.60430f, 0.07721f, -0.80333f, 0.44467f, -0.78052f, 0.66684f, -0.95317f, 1.19253f, 0.64215f, -1.25624f, -2.16116f, -0.38426f, 0.11639f, -0.26540f, -2.52274f },
{ -0.38174f, -0.06664f, -0.22996f, 0.85830f, 0.90713f, -1.31163f, -1.01295f, 0.65100f, -1.04531f, -0.36792f, -0.32097f, 0.30411f, -0.50346f, 0.55299f, 0.59920f, -0.29616f },
{ 0.81984f, -1.37121f, -0.44326f, 1.37365f, 1.17783f, -0.24497f, 0.95653f, -0.70829f, -0.96650f, -0.63795f, -1.36005f, -1.19680f, 0.43770f, 0.85866f, 0.91133f, -0.38333f },
{ 0.84223f, 0.81098f, -2.17124f, 0.43617f, -0.86541f, 0.54552f, -0.16321f, 0.01935f, 0.62095f, 0.11445f, -0.11372f, 0.18118f, 0.01450f, 0.16109f, -0.60755f, 0.35357f },
{ 0.68226f, 0.20504f, 2.34898f, 0.63094f, -1.17277f, 1.41513f, -0.31207f, -0.18173f, -0.20520f, -0.88447f, -0.31894f, -1.58691f, -0.64932f, 2.15020f, -0.92904f, -0.37973f },
{ -1.28947f, -0.37242f, -0.14874f, 0.99801f, -2.08522f, -0.53534f, -1.77076f, 1.13621f, 0.14132f, 0.66101f, 0.59988f, 0.43836f, 0.31934f, 1.21765f, -0.51740f, 0.21296f },
{ -1.00018f, 2.08284f, -1.39148f, -0.28608f, -0.90693f, -1.44649f, -0.98625f, -0.46269f, -1.48142f, 0.75716f, -1.28875f, 0.25049f, 0.22765f, -0.09856f, 1.60490f, -0.24599f },
{ 1.45954f, -0.02213f, -0.43992f, 0.40135f, 0.29963f, -0.31326f, -0.59289f, 1.25295f, -1.01386f, -0.47753f, 0.32628f, 0.81238f, 0.00220f, 2.03907f, 0.00543f, -0.12338f },
{ 1.58763f, 1.03940f, -1.12864f, 1.18547f, -0.79931f, -0.56318f, -0.32916f, -1.85748f, 0.27642f, 0.53285f, -0.77455f, -0.44936f, 0.57420f, 1.12130f, -0.84436f, -0.60610f },
{ -1.50179f, -0.85202f, 1.01249f, -0.02558f, 1.97415f, 1.27180f, -0.27552f, -1.19141f, -1.52275f, -0.52993f, 0.16783f, -1.16309f, -0.22501f, -0.42721f, -1.09844f, 1.46616f },
{ -0.09284f, 0.64515f, 0.39186f, -1.40333f, 1.76481f, 0.30923f, 0.39428f, 0.55825f, -1.17193f, -0.36174f, 0.88847f, 0.17694f, 0.64072f, 0.57149f, -0.02881f, -0.34656f },
{ -1.69028f, -0.67180f, -0.48830f, -0.73079f, 1.11146f, 0.11782f, -0.02165f, 0.18275f, 1.86036f, 0.64902f, 0.86270f, -1.32693f, 0.05424f, 0.16958f, -2.65835f, 0.38925f },
{ 0.81350f, 0.60663f, -2.17656f, -0.69975f, -0.82075f, 0.63259f, -0.25884f, 0.00530f, 0.00513f, -0.87279f, -2.84321f, -1.13004f, -0.82311f, 0.33385f, 1.55041f, -0.11012f },
{ -0.12765f, -0.92785f, -0.87365f, -1.01016f, -0.87786f, -0.19049f, 0.64375f, 1.37515f, -0.86768f, 1.05813f, -0.24792f, -0.46574f, 0.66551f, 1.18394f, 2.05684f, -0.51235f },
{ 1.71844f, 0.34322f, 0.40673f, -0.54813f, 0.20987f, -0.48098f, -0.01852f, -1.16849f, 0.44652f, 0.43819f, 0.07781f, 0.41202f, 0.45110f, -0.54113f, 0.09054f, -1.35259f },
{ 0.01912f, 1.72786f, -0.79381f, 0.84824f, -2.38620f, -0.05924f, -0.05332f, 0.57274f, -0.34814f, -0.51078f, 1.20950f, -0.43037f, 0.08733f, -1.48380f, -0.23550f, -0.53562f },
{ -0.53884f, -0.32441f, -0.95448f, -0.36641f, 0.49335f, -0.19651f, -1.05383f, 1.11228f, 0.62844f, -0.06942f, 0.22743f, 0.13320f, 1.70671f, -1.37608f, -0.23440f, -0.03556f },
{ -0.42422f, -0.10470f, 0.13692f, -0.06616f, -0.55787f, 1.00523f, 1.49009f, 0.74250f, 0.90626f, 0.92674f, -0.76647f, -0.66131f, 1.74928f, -0.19120f, -0.50134f, 0.21773f },
{ -0.66002f, 0.03549f, -0.21469f, -0.05814f, -0.08215f, -2.52418f, 1.36115f, 1.37973f, -0.50064f, -1.04949f, -0.70560f, -1.03130f, -0.30219f, 1.58674f, 0.05262f, 1.15536f },
{ 0.16088f, -1.83260f, 1.04500f, 1.31578f, 1.74562f, 0.68240f, 1.24174f, 0.59667f, -0.65643f, 1.43170f, 1.07675f, 1.11777f, 1.69030f, -0.95858f, -1.07286f, 0.13963f },
{ 0.16994f, 1.01082f, 1.15063f, 0.01764f, 1.59859f, 0.62681f, -0.21476f, 1.06295f, 1.76345f, -1.83221f, -0.65434f, 1.12537f, 0.13833f, 0.26081f, 0.39699f, 0.69558f },
{ 1.21853f, -1.03696f, 0.72233f, -0.01224f, 0.45034f, -1.41531f, 0.00747f, 0.36315f, 1.75205f, 0.01502f, 0.37889f, 0.67174f, 0.52610f, 1.04152f, -0.66334f, 0.16930f },
{ 1.26313f, -0.26423f, 0.45327f, 0.79421f, -0.19944f, -0.16667f, 0.68020f, -0.31453f, -0.84304f, 0.24034f, 0.70668f, -0.59060f, 0.22482f, -0.35288f, 0.96824f, 0.62899f },
{ -0.89285f, -0.41489f, 3.08039f, 0.32594f, 0.01721f, 0.57387f, -1.46522f, -0.23685f, 1.69686f, -0.43568f, 0.28920f, -0.42754f, 1.49816f, 0.95013f, -2.05833f, -0.00890f },
{ -0.81770f, 0.78354f, 0.16208f, -0.90389f, -0.35222f, 0.67447f, -0.21305f, -0.11500f, -0.83465f, 2.38659f, 0.87055f, -1.43174f, 0.66550f, -0.33802f, 1.94139f, -1.68177f },
{ 0.48723f, -1.05484f, 1.52422f, -1.52674f, -0.12593f, -0.28838f, -1.87203f, -0.86447f, 0.65693f, 0.30399f, -0.38012f, -1.32712f, -0.52204f, 0.18422f, 1.36201f, -3.02320f },
{ 0.31839f, 0.06927f, 1.29406f, 1.34557f, -1.30239f, 1.05908f, 0.83114f, 0.42186f, 0.39508f, 1.37234f, 0.93421f, -1.52431f, -0.91913f, 0.57720f, -1.49797f, 0.92131f },
{ -0.47125f, 0.55173f, -0.20140f, -0.64651f, 2.06951f, 0.77475f, -0.05091f, -1.44859f, -1.32998f, 0.25559f, -0.63609f, -0.54363f, 2.59207f, 0.62708f, -0.54947f, -0.48261f },
{ -0.42648f, -0.11951f, -1.02023f, 0.72821f, -1.18339f, -0.66593f, 1.79795f, 0.59748f, 0.46017f, 1.27792f, -3.00035f, 0.90486f, 0.25840f, -0.03995f, -1.18034f, -1.08177f },
{ 0.74139f, 1.65158f, 0.89902f, -2.12856f, -1.34512f, -1.47492f, -0.61916f, 0.77085f, 0.21824f, 1.63308f, 0.35539f, -2.50216f, -1.06696f, 0.89784f, 2.10447f, 0.04151f },
{ 0.36628f, -0.67964f, 1.70510f, 0.46599f, -0.35060f, -0.73072f, -0.58654f, -0.06282f, 1.04395f, -1.34258f, -1.33701f, 0.02130f, 0.27264f, -0.18745f, -0.90116f, 0.41988f },
